CUENTA_USUARIO,ALIAS,DESTINATARIOS,CODIGO_INSTITUCION,TIPO_CUENTA,CUENTA,LIMITE_DE_OPERACION,Num_Operaciones,RFC_OBLIGATORIO,Email,TIPO_PERSONA
6717,jasmine86,Michelle Sexton,40002,CLABE,002008928997757079,35755,10,WEB090104VFI,barbara70@example.com,MORAL
7447,lewistimothy,Barbara Hodge,40044,CLABE,044246364762078523,28219,13,BUJK5108278OH,knappjonathan@example.net,FISICA
3661,wjones,Melanie Kent,40044,CLABE,044503963877281464,8009,9,CRA130514RXL,ngrimes@example.net,MORAL
6310,mackantonio,Bradley Parsons,40014,CLABE,014260455448825485,23683,16,POWR541215J02,anthonyshaw@example.org,FISICA
2619,dawn76,Jacob Roberts,40044,CLABE,044652352680536328,92277,26,KITM610920U00,washingtonalexander@example.com,FISICA
9586,kyle70,Lisa Morgan,40002,CLABE,002305064226983610,76999,1,BAX210706WDS,cgill@example.org,MORAL
2484,andrewbowman,Kenneth Rivera,40044,CLABE,044797879125474407,78266,21,CHWA400930GKQ,madison10@example.org,FISICA
9673,rhudson,Heather Jackson,40014,CLABE,014389426410003528,22708,29,CHA060524B5X,twise@example.net,MORAL
8735,davidschultz,Scott Mccoy,40021,CLABE,021500523886518038,67236,27,WHI070622564,evanscorey@example.com,MORAL
8787,thompsonpatrick,Stephen Reyes,40021,CLABE,021657074727919571,58720,38,NAS0312115LV,brandon94@example.org,MORAL
8402,palmermark,Catherine Cuevas,40021,CLABE,021832360658261565,57394,9,MOO010520HYH,williambrown@example.net,MORAL
9156,tina53,Brian Moran,40014,CLABE,014418359371896030,65263,7,ADRL980928T0W,ashley62@example.org,FISICA
3058,bcosta,Thomas Sanders,40002,CLABE,002836097794583683,36172,9,NAWG470528WRI,tracyhenderson@example.com,FISICA
5952,kcarter,Jason Torres,40012,CLABE,012949702448807369,15916,14,LIN130913L9R,patrickkeller@example.com,MORAL
7091,deannarogers,Sarah Luna,40002,CLABE,002771948616540715,37415,2,HIL111205B4T,rachael95@example.org,MORAL
4002,klee,Lori Simpson,40002,CLABE,002234405186261723,50530,27,POAM441026ODZ,dcain@example.net,FISICA
8843,ryananderson,Angela Meyer,40021,CLABE,021659465488553640,78207,24,PAPT820413G9Y,jennifer96@example.net,FISICA
8221,ycortez,Heather Velez,40014,CLABE,014934413869611638,33766,19,MAZK600612OB1,jason93@example.net,FISICA
5142,newmanamanda,Candace Garcia,40014,CLABE,014621100633014559,85062,19,HUD230121853,chawkins@example.org,MORAL
7982,newmanmichelle,Ashley Ramirez,40044,CLABE,044159155968032022,11615,34,ROD090117H3K,woodmatthew@example.net,MORAL
6020,vernonlarson,James Branch,40044,CLABE,044932792998679831,21509,37,MAR0102048QW,torreskimberly@example.org,MORAL
1241,eleonard,Kevin Jordan,40021,CLABE,021544881780931915,25878,39,MOO15081730C,patrick83@example.org,MORAL
8795,knoxcarly,Rebecca Cruz,40044,CLABE,044624665259375284,62147,13,RERY461225M05,uyoung@example.net,FISICA
7337,lauren32,Jeremiah Fisher,40014,CLABE,014490670830494969,37590,5,PENB550112T29,sarahjohnson@example.com,FISICA
4965,leonardlaura,Gregory Chan,40002,CLABE,002921609570264946,49817,42,WAL170627YU8,mhughes@example.org,MORAL
2320,pwelch,Ronald Williams,40014,CLABE,014642248711490352,53096,2,FLBS690405TB8,alison47@example.com,FISICA
4174,jlowery,Tyler Taylor,40021,CLABE,021870374439644567,51740,33,HIC160909OP0,gwilliams@example.org,MORAL
8259,xgarcia,Douglas Hays,40044,CLABE,044418184284698320,56822,8,TABA741030DV1,edominguez@example.org,FISICA
5730,hudsongary,Lorraine Thompson,40014,CLABE,014146091603095802,34574,48,WIL0012265UW,angela05@example.org,MORAL
6271,marthaevans,Tyler Daniel,40002,CLABE,002272759754957002,84633,4,JOH0006146WB,gwallace@example.org,MORAL
7767,johnnysoto,Javier Cox,40014,CLABE,014498457920647437,53042,28,SMPF810913RJV,amanda66@example.net,FISICA
9209,xdelgado,Megan Francis,40021,CLABE,021335850118136268,86019,16,JOSK550914MRV,elizabethelliott@example.com,FISICA
8106,downsjustin,Darlene Cook,40012,CLABE,012056133462333408,20102,21,MAMC891213TA9,paulfaulkner@example.com,FISICA
3230,scotthall,Cesar Austin,40044,CLABE,044795885172273374,14501,46,WAR190605UOQ,sabrinasimmons@example.com,MORAL
7695,danielsadrienne,Nicole Gonzalez,40044,CLABE,044408016881589779,16612,50,GRMB9104280PN,swolf@example.org,FISICA
6623,sarah24,Patricia Tapia,40014,CLABE,014987674095676407,35253,24,ARC030323ITJ,johnsonblake@example.net,MORAL
7581,anthony10,Christopher Allen,40012,CLABE,012481910283141157,82114,39,HOD0909017OW,jeremiahserrano@example.org,MORAL
6092,jason61,Steven Powell,40012,CLABE,012906524203648759,38916,11,BRLA791026UEL,ehernandez@example.com,FISICA
3933,nnewman,Jesus Jenkins,40014,CLABE,014427790663076675,24904,6,MIL040905OYX,johnsonjames@example.com,MORAL
8144,eknight,Mrs. Vicki Walker,40044,CLABE,044522124324959211,82904,25,THSM420124J6H,clarkrandy@example.org,FISICA
6323,tlivingston,Eric Schneider,40044,CLABE,044521262393360512,98995,19,LYN230311525,brittany31@example.net,MORAL
3709,richard05,Rachel Cummings,40021,CLABE,021820275884922361,81767,22,MOBK4707069V7,harrisontiffany@example.com,FISICA
5659,vbrown,Vickie Cervantes,40044,CLABE,044312147429141470,32053,15,UND180606R5H,thompsonjames@example.com,MORAL
3103,kathryn01,David Gray,40014,CLABE,014749886686006657,29650,38,HUN121129LBR,aholden@example.com,MORAL
3213,brownpamela,Morgan Bennett,40002,CLABE,002585383427229644,90493,25,CAMM7301028CB,patrick32@example.net,FISICA
4860,edwardsullivan,Dr. Charles Beltran III,40002,CLABE,002111918714872012,16393,16,DUD070131J1N,aespinoza@example.net,MORAL
1228,fpowell,Donna Osborne,40014,CLABE,014433586168530454,21302,16,TOR141114TEG,ppruitt@example.org,MORAL
6628,maldonadothomas,Scott Oliver,40012,CLABE,012386296217703300,48892,4,JEON400127TCH,mgriffith@example.org,FISICA
3984,joseph04,Erik Bridges,40002,CLABE,002126471641154381,83517,45,DAV110703CIA,unewton@example.net,MORAL
2550,jeffrey48,Derek King,40021,CLABE,021403532401082051,38678,6,PRI050523J2G,paul99@example.net,MORAL
4415,wheelersandra,Seth Bradley,40044,CLABE,044025745918860019,58175,27,BRO0912152V4,christophereverett@example.net,MORAL
9873,riverakaren,Christina Price,40014,CLABE,014743738718501770,80908,1,GRSK801026XT7,hannahcoleman@example.net,FISICA
6200,davidhernandez,Robert Jones,40002,CLABE,002328817485830885,90505,14,JAPS540729EI2,walkertyler@example.org,FISICA
3265,gregory60,Stephen Rios,40021,CLABE,021476248342913198,15985,25,COO201005YS4,jack65@example.net,MORAL
7921,victoria76,Pamela Clark,40012,CLABE,012247806364687308,45191,49,CRSJ490302NDB,usmith@example.net,FISICA
4237,gutierrezmatthew,Patricia Bryan,40002,CLABE,002162465913930733,79204,9,AND170315YLA,moniquewhite@example.com,MORAL
8190,jasonpope,Kimberly Abbott,40012,CLABE,012091307782297007,99305,12,LEE030311CPC,jwang@example.net,MORAL
5664,munozmelissa,Ashley Pineda,40044,CLABE,044497489504021610,98993,3,WIL070415RZQ,micheal43@example.com,MORAL
6014,boydrobert,Kimberly Barnes,40044,CLABE,044425555925921395,22490,6,DECA990409AI4,christopher73@example.net,FISICA
3463,blewis,Ronald Velasquez,40021,CLABE,021229660001208948,95067,47,REY020819VYI,shannonstrickland@example.com,MORAL
8541,loriwebb,Rita Keith,40021,CLABE,021334222658622678,88476,47,PET091028W0I,sarahclark@example.net,MORAL
8928,roylewis,Joseph Fields,40021,CLABE,021508873208565994,30513,25,MOO140709QQT,ibartlett@example.com,MORAL
7804,slewis,James Howard,40012,CLABE,012150085011777897,19388,1,MCRR840429M98,turnerkatherine@example.net,FISICA
9848,efrey,Richard Cardenas,40044,CLABE,044745061878815531,90557,39,GRE1112232DK,hughesdebbie@example.com,MORAL
1628,barbara23,Emily Brown,40044,CLABE,044915816649806940,38090,36,TOWA641007SDV,linda33@example.org,FISICA
9552,oadams,Michael Dominguez,40044,CLABE,044405023873535482,53934,22,MIT000219HTV,jasonmiller@example.net,MORAL
2214,melissa72,Thomas Velasquez,40012,CLABE,012904082713913354,55754,20,RECS401010R6Q,bairdlucas@example.net,FISICA
2633,danieljones,Dorothy Wong,40012,CLABE,012045925362398370,68127,29,DUGM331130DWH,monica56@example.net,FISICA
4632,gperez,Dr. Holly Johnson MD,40002,CLABE,002882826217813459,73523,33,HAL171208D3N,kennedyricky@example.net,MORAL
7822,william56,Trevor Murphy,40012,CLABE,012705932473476272,63530,20,SHRC35070121H,wilsonmichael@example.net,FISICA
2120,kayla28,Deborah Graham,40002,CLABE,002882449008413933,12324,31,WEB050922NY3,middletonshelby@example.net,MORAL
2916,anthonysolis,Patrick Cole,40021,CLABE,021254115497465808,5795,38,GON070623SPM,omckay@example.org,MORAL
3457,egarcia,Nicholas Graves,40002,CLABE,002680374697682974,84677,35,AGU001124G08,plee@example.org,MORAL
2898,joyce07,Cindy Stephens,40021,CLABE,021058295163257475,40728,40,BRO040603OBA,fosterwilliam@example.com,MORAL
9266,ramirezjohnathan,Traci Black,40014,CLABE,014802795580998848,42839,40,SMAT610109P9J,moorewilliam@example.com,FISICA
9963,tamara50,Jessica Holt,40002,CLABE,002390623242620790,50656,26,COBJ531221C51,bowmandawn@example.org,FISICA
7984,okirk,Gary Jacobs,40012,CLABE,012285840453244328,93796,24,SPE191120EC4,dnelson@example.net,MORAL
2265,gregory93,Stephanie Haynes,40014,CLABE,014309164512807660,51738,1,TUR1011104FO,martinedward@example.com,MORAL
8050,vknox,Tiffany Lewis,40044,CLABE,044697238082852932,47084,17,JON1909279WF,kennethbraun@example.com,MORAL
4498,flucas,Jessica Christian,40014,CLABE,014583361346856683,34404,21,MIT0703246EG,gstone@example.org,MORAL
4155,tony14,Brittney Griffith,40044,CLABE,044353868394853397,10190,47,BALA5706065RF,kennethmelton@example.com,FISICA
5002,wendy19,Casey Hampton,40002,CLABE,002765438256110472,79175,36,MARS480118CK5,tburton@example.net,FISICA
6992,zmoore,Jo Miller,40012,CLABE,012888931627738023,58656,47,YOLM41101377P,kpennington@example.net,FISICA
2304,nlopez,Edward Lee,40002,CLABE,002193915022767926,41334,48,HEGJ9702153Y9,qjones@example.com,FISICA
5663,williamsoscar,Michael Mejia,40044,CLABE,044739015767340180,68954,31,SAN190617Q4D,kentsteven@example.net,MORAL
5487,misty27,Cynthia Cook,40002,CLABE,002982730974333608,41515,42,BAR200320XO6,amyschneider@example.org,MORAL
5223,kimberly32,Keith Jackson,40021,CLABE,021915792072661881,87527,1,DOHT5606092DY,emilydavis@example.org,FISICA
1270,christinakaufman,Troy Kelly,40002,CLABE,002829922655705779,25908,38,MUBB7701134JW,ematthews@example.org,FISICA
6135,robersonlaura,Tracy Fry,40021,CLABE,021807306429423938,43984,19,BRPM8406097ZO,clee@example.net,FISICA
5684,baileymatthew,Julie Sandoval,40002,CLABE,002770981231819914,28750,16,KEWA400913AK0,deborah38@example.org,FISICA
1902,isanders,Victoria Crane,40014,CLABE,014540756063064162,1458,23,SHA2105278V8,jeremy53@example.org,MORAL
3878,kathleen15,Samantha Powell,40012,CLABE,012679421938750202,34225,47,SENA871118VRT,watsonkevin@example.net,FISICA
7227,brad88,Nathaniel Alvarado,40044,CLABE,044757930524144308,80612,26,SCCD000411DVA,riosgregory@example.com,FISICA
7107,kennethmartinez,Jessica Paul,40012,CLABE,012258493030232064,77875,2,GIL200730FCA,kingabigail@example.org,MORAL
9827,jcollier,Bradley Smith,40012,CLABE,012668918662354869,70933,36,PISJ560202OZD,latoya14@example.com,FISICA
3357,bridgesgregory,Kyle Perry,40044,CLABE,044843878231744899,21835,6,MAY0607090AU,qkim@example.org,MORAL
3117,gsimmons,Troy Williams,40012,CLABE,012026229858405339,59702,37,WIL1412039V9,sandra60@example.net,MORAL
8141,george82,Erik Daniels,40012,CLABE,012324594028366772,10304,24,CHA210403VB3,moniquelittle@example.net,MORAL
4064,rodney19,Jeremy Combs,40014,CLABE,014714229010322270,40100,48,KOC171225A45,debbiecasey@example.com,MORAL
6360,lsmith,Kristin Hensley,40044,CLABE,044301170395448715,42234,24,RYRC8402278G6,cathy05@example.com,FISICA
5069,richard15,Patrick Russo,40012,CLABE,012988437238094307,59730,44,KIM0401014G9,jessica55@example.org,MORAL
9425,matthewwilson,Donald Yates,40012,CLABE,012391845601974289,86765,4,HAR10122129G,kmack@example.com,MORAL
7810,martinezjodi,Gary Johnson,40044,CLABE,044522968781196174,5063,11,JOSS480707TB7,carolineross@example.org,FISICA
2850,andrew31,Mr. Edward Turner,40021,CLABE,021233478741671180,45269,34,CACR050909RPK,hollandmichelle@example.net,FISICA
9055,mendozasteven,Tiffany Fisher,40044,CLABE,044231115512340153,14368,50,FORK700418B84,richard66@example.com,FISICA
1843,marshstephanie,Matthew Holmes,40002,CLABE,002218538511304499,83665,26,WIKN70031349M,john62@example.org,FISICA
4566,ccline,Kelly Cole,40012,CLABE,012709610309493033,77718,2,MEN150821X6R,jason82@example.org,MORAL
3615,morriskimberly,Jean Smith,40012,CLABE,012407916004719386,28231,18,ROA041101H3T,sharonreilly@example.net,MORAL
4104,emartinez,Catherine Lewis,40012,CLABE,012452833540200071,37238,44,BIS140807LHV,richard11@example.net,MORAL
1623,xbrooks,Justin Nielsen,40021,CLABE,021810340351814943,94911,30,BAS021124AX8,ihayes@example.net,MORAL
5747,perezcorey,Robert Wheeler,40044,CLABE,044440684690311698,7414,11,LASB820628UHK,williamsmichael@example.net,FISICA
7841,joseph60,Morgan Bates,40044,CLABE,044981101292534904,90717,12,LEHS600104ADQ,pcook@example.com,FISICA
7856,kathleen63,Jessica Archer,40012,CLABE,012725001236483631,9371,26,SAN190809GNV,rsnyder@example.com,MORAL
6806,hwillis,Timothy Clark,40012,CLABE,012248856405232066,56472,3,WICJ950123BX4,leslie38@example.net,FISICA
2382,michael44,Charles Wall,40021,CLABE,021338038364741990,24234,26,TEWP03103087F,perryana@example.com,FISICA
2029,stran,Lisa Myers,40044,CLABE,044608325775136666,26166,26,BAT030815WEM,hroth@example.com,MORAL
3020,carolyngonzalez,Patricia Moore,40021,CLABE,021609526702681183,66878,33,NAHB3504066YZ,wbarton@example.org,FISICA
6297,fjimenez,James Johnson,40002,CLABE,002536428725100824,83858,14,GOHA050531GTF,mpearson@example.com,FISICA
6658,bennettrussell,Brian Burke,40014,CLABE,014805262521146289,92030,5,REGS950623B27,rharrison@example.com,FISICA
6735,laura83,Herbert Navarro,40002,CLABE,002325723026151885,87433,24,JOMK770922UHB,hlopez@example.net,FISICA
3954,rpowell,Matthew Dunn,40012,CLABE,012568108484260041,10271,32,CAEL840722QAT,gsmith@example.net,FISICA
3921,vicki64,Gary Russell,40044,CLABE,044733598221647691,2272,3,SOL210106425,williamshannah@example.com,MORAL
7199,flawrence,Sara Jones,40021,CLABE,021470652149307137,72265,45,JOWA630522PNY,michelle13@example.org,FISICA
3731,bowendenise,Arthur Dudley,40012,CLABE,012577083268221780,49945,10,GAPM9204069HM,dominic38@example.com,FISICA
7176,lorigardner,Laura Fowler,40014,CLABE,014824889461437357,89045,29,ODLE5601255P2,douglas44@example.net,FISICA
1878,bwood,Jason Alvarez,40002,CLABE,002805376189467919,28440,11,MOO100928ZA1,wsawyer@example.com,MORAL
7928,katrinalogan,Brooke Rodriguez,40044,CLABE,044604505266495328,20813,43,RAOD4407179HZ,rleach@example.org,FISICA
7131,jacksonanthony,Linda Morgan,40002,CLABE,002088892084546584,42538,48,BAK030328W26,kharris@example.com,MORAL
6839,nataliebutler,Phillip Ramos,40012,CLABE,012258573428651700,16819,7,TABM040911OKJ,mcdowelljacob@example.net,FISICA
8129,melissaroberson,Kyle Rogers,40044,CLABE,044164051337224556,43894,26,SMI150716H8Z,williamreed@example.net,MORAL
6119,tami75,Tommy Nixon,40002,CLABE,002045292646136872,96370,42,WRFC61032135G,kyle67@example.com,FISICA
9706,ysullivan,Jennifer Meyer,40044,CLABE,044804074999174781,90536,3,MUGK930516KV0,howardjason@example.com,FISICA
6745,lisa70,Jesse Bean,40002,CLABE,002341843721112763,90324,24,OSB210920NWE,shelleywashington@example.net,MORAL
5431,douglas29,Michael Johnson,40002,CLABE,002014376732133712,22629,44,HUD091113LI8,christopher95@example.net,MORAL
3995,rpatrick,Andrew Robertson,40002,CLABE,002271159095840929,49219,13,PESK900102MKY,brandon12@example.org,FISICA
4378,donaldtucker,Heidi Melton,40002,CLABE,002723976156418107,27658,39,CAR041023K3G,lisa00@example.com,MORAL
3106,lclark,Jeffrey Holland,40012,CLABE,012378936053110761,96347,37,CASJ630314A0M,susan43@example.com,FISICA
7555,tkeller,Kelly King,40021,CLABE,021237896126062890,28880,37,FLO080513H4F,christylevy@example.org,MORAL
8337,kevin98,Tina Deleon,40014,CLABE,014927888120052078,12942,33,SMHL910505JMH,meredithgardner@example.com,FISICA
7394,jessica12,Ashley Cherry,40021,CLABE,021782694955617159,45781,10,LOLG941219AJG,patricia26@example.net,FISICA
6288,elizabethnelson,Kimberly Singleton,40044,CLABE,044966250151090375,22759,14,RIV14071951V,davidbell@example.net,MORAL
4618,sototeresa,Haley Allen,40014,CLABE,014997022704448101,13010,13,COTJ630226TEJ,richard46@example.org,FISICA
6164,reneeschmidt,Mallory Ruiz,40012,CLABE,012778334068672421,21807,26,THEC5312125XS,reedkristen@example.com,FISICA
2908,bradley70,Benjamin Armstrong,40044,CLABE,044321053584058750,67068,46,WIWJ000814LMS,jasoncarlson@example.net,FISICA
1382,deckeralexander,Mr. Timothy Ellis PhD,40021,CLABE,021130112320840164,4595,19,MIL160930OCY,larry39@example.net,MORAL
8504,margaretedwards,Erin Hudson,40002,CLABE,002926962278344624,99231,25,RAM091031UYW,savannahmonroe@example.com,MORAL
8406,ohatfield,Rebekah Hobbs,40012,CLABE,012023270134999228,2119,41,TRCV690802GJV,haleykenneth@example.net,FISICA
6955,hansonwhitney,Margaret Campbell,40002,CLABE,002807300228945007,62668,33,HUWH770110DJN,christensenrandy@example.com,FISICA
7066,jessica42,Rebecca Wheeler,40012,CLABE,012620797954200483,59812,42,ORLT6611227B8,wlee@example.net,FISICA
4778,bmiller,Anthony Sanford,40021,CLABE,021945011906808760,12746,12,LEMJ7101270DO,sblack@example.com,FISICA
6059,dodsondaniel,Charles Johnson,40012,CLABE,012369069867239702,32757,16,SCO0610061IY,grodriguez@example.net,MORAL
3400,hrivera,Virginia Escobar,40014,CLABE,014733693735169143,73330,49,THWT680110633,stephen89@example.com,FISICA
4244,bsoto,Kayla Lopez,40044,CLABE,044800197694693850,92558,23,ROG2309236S7,vduarte@example.org,MORAL
6063,stephen56,Ross Graves,40014,CLABE,014241812576415717,38095,24,MCC080528ZD6,calhounmark@example.org,MORAL
9165,anitamendoza,Jennifer Lewis,40014,CLABE,014749458815168301,85054,11,OWWD861221IRL,jasonwilson@example.org,FISICA
2825,tuckersandra,Walter Lopez,40012,CLABE,012232338900929742,67844,36,SCO200621OT7,angela41@example.com,MORAL
4102,stacypope,Kristina Long,40014,CLABE,014968614463399317,12932,25,BAL000420ITH,madison53@example.com,MORAL
8418,valerie67,Kenneth Williams,40002,CLABE,002727574808206875,57742,36,WITL590405L9X,syoung@example.com,FISICA
7987,lindsay14,Alyssa Fleming,40044,CLABE,044709324382939934,43703,47,ING060820FAA,geoffreyking@example.org,MORAL
9488,armstrongangela,Victor Krueger,40044,CLABE,044301315144137099,37146,49,RACJ491130SW7,taylorrobert@example.net,FISICA
7997,marcussavage,James Wood,40002,CLABE,002378680333977508,30436,9,ZAV100104UCR,djackson@example.net,MORAL
5092,jfarley,Brandon Collier,40021,CLABE,021869472412965227,37241,3,WEA010718ICY,ilarson@example.com,MORAL
7706,samanthareed,David Glass,40002,CLABE,002706900642997311,4327,32,PEWL420310023,jenniferthomas@example.net,FISICA
5763,buckleyelaine,Andrea Harris,40002,CLABE,002428347058082721,41686,4,HEB210927A6B,ashleysmith@example.net,MORAL
1933,jodythomas,Mark Chavez,40014,CLABE,014239486762243095,7491,21,JEDS5402111H8,melissa03@example.com,FISICA
7591,sharonlopez,Adam Padilla,40021,CLABE,021924918412767703,33528,11,CLAR420321FE3,vwest@example.net,FISICA
7332,vanessa07,Stephen Alvarado,40014,CLABE,014722809388872444,23299,31,DOSA720925B6M,lynnheather@example.org,FISICA
8424,seth37,Catherine Graham,40021,CLABE,021290042317246043,65173,38,HUTJ950418KGN,timothycase@example.org,FISICA
4290,msullivan,Judy Cortez,40012,CLABE,012535505488231068,86710,16,GAT011226HQQ,ericlynch@example.org,MORAL
7019,allenmedina,James Harvey,40002,CLABE,002196595886395455,83836,27,LLO0102241N7,howardgary@example.com,MORAL
9998,alexisrodriguez,Bridget Stewart,40044,CLABE,044103879329409578,31983,29,MOR101203THM,williamhorton@example.net,MORAL
9787,nmckenzie,Jason Sullivan,40002,CLABE,002919264691053317,38732,22,SKJH370913OEX,geraldharris@example.com,FISICA
1192,logan82,Christopher Brown,40014,CLABE,014546894079105727,54484,27,FOTD600203LXR,johnstonwendy@example.org,FISICA
1429,sallen,Laura Nelson,40002,CLABE,002616738955468690,49040,35,JOH081119UKA,edwardsjohn@example.net,MORAL
3616,benjamin60,Sarah Washington,40021,CLABE,021629378451476303,30899,39,KEMD620709LZ0,taguirre@example.net,FISICA
8380,egolden,Steven Doyle,40012,CLABE,012493937402799853,35687,5,MCK000621LFC,robertwelch@example.com,MORAL
5500,romanaaron,Karen Hammond,40002,CLABE,002902565209794417,87318,38,BUFK350726SYN,shelby61@example.org,FISICA
7146,berrymaria,James Reynolds,40044,CLABE,044553925497651687,46012,16,JON091204LWT,deborahzimmerman@example.net,MORAL
2869,nicholas54,Frank Pineda,40014,CLABE,014427878190982939,68429,46,WEL150312T43,qsullivan@example.org,MORAL
9840,dellison,Andrea Brock,40021,CLABE,021121845631833645,7002,34,HUCC900510GN2,uhicks@example.org,FISICA
5014,simmonscory,Jennifer Mills,40021,CLABE,021644495629440723,68919,24,CRLE7903103UE,bowenlarry@example.org,FISICA
5370,deannameza,Maria Stevens,40021,CLABE,021678312879044432,37112,8,GON220411XMH,ffoster@example.net,MORAL
2042,raymondgray,Catherine Montgomery,40012,CLABE,012548931792453345,52194,17,EVA210629Y06,jeanne06@example.net,MORAL
5016,brookelarson,Richard Rich,40044,CLABE,044780244570058146,65480,18,ROBJ990908C36,hornedavid@example.com,FISICA
2505,cindynewton,Ms. Angela Hubbard DDS,40021,CLABE,021937562230884308,96982,37,COHG370406VG4,lortiz@example.net,FISICA
9456,goodmanmichael,Tammy Anderson,40002,CLABE,002674991688694632,16575,18,KEL0506014KT,felicia20@example.net,MORAL
9302,mary35,Robert Roberts,40014,CLABE,014408333520132497,61251,13,YOCF810425CNF,alvaradosavannah@example.net,FISICA
1982,heather38,Jacob Miles,40002,CLABE,002133279348569854,78407,49,HES15061739R,theresamiller@example.org,MORAL
8358,rwilson,Ruben Rangel,40044,CLABE,044367817372985892,65889,17,CAZJ430208Z7B,troy05@example.org,FISICA
6928,richardsonamanda,Kyle Patel,40021,CLABE,021136288446996685,12842,5,RIC2403218Z4,palmerdebbie@example.net,MORAL
2902,annette36,Christian Perez,40014,CLABE,014094476739755899,52171,21,WOSR020111I2A,cohenheather@example.net,FISICA
5304,whenry,Kenneth Bates,40002,CLABE,002863690461971949,5151,23,PRLP981203V5H,sarah16@example.net,FISICA
4908,joshua03,Julia Diaz,40014,CLABE,014177630298554684,51435,46,DARM450224S6Q,robin67@example.org,FISICA
7868,oschwartz,Brandon Willis,40014,CLABE,014954400475554024,37729,24,HUFR410809R84,biancacarey@example.org,FISICA
6012,gallegosanna,Valerie Ware,40044,CLABE,044632788252445663,52548,8,RECM940327HPQ,tiffanygibson@example.net,FISICA
9620,alexanderchan,Janet Ewing,40014,CLABE,014668558866917121,66766,14,MOMD9702028UA,joelcooper@example.org,FISICA
3525,daniel15,Scott Scott,40002,CLABE,002185513348252928,14282,29,BRI2209089YE,joanne85@example.org,MORAL
8998,arnoldnicole,Christy Bennett,40002,CLABE,002505303014243404,16701,4,HER120416A2I,brandon86@example.org,MORAL
3739,caroline81,Mr. Jermaine Murphy,40021,CLABE,021369716562733460,10306,4,DOU160924MA0,gregorylewis@example.com,MORAL
4296,thomasjoshua,Dennis Howell,40021,CLABE,021599923715275151,97687,49,LYO160714J0N,gregory74@example.net,MORAL
1610,warrendavid,Kevin Harrington,40014,CLABE,014360193003796275,61403,13,ABB010211P14,glevine@example.org,MORAL
6643,barrysteven,Nicholas Clark,40044,CLABE,044136605452791051,79581,12,SCO180102043,barrondakota@example.org,MORAL
3973,ysparks,Shannon Kelly,40021,CLABE,021893886539454549,56374,42,THO051202SRH,hturner@example.com,MORAL
7258,jestrada,Dave Kramer,40012,CLABE,012437121363395037,13303,24,RAM210409V1I,williamsandrea@example.com,MORAL
7287,thomasmary,Kathleen Chung,40044,CLABE,044357715432840892,15394,12,SCO14061628E,lauren39@example.com,MORAL
9651,april25,Diane Blackwell,40002,CLABE,002229276722006274,30356,6,SMI210613LZP,melissa76@example.net,MORAL
9909,johnjohnson,William Rowe,40002,CLABE,002410371515999723,27331,11,ROD180213PNC,nashrichard@example.com,MORAL
5959,cynthiadavis,Ian Henderson,40021,CLABE,021577996800698197,23161,48,BESD040923K78,coletiffany@example.net,FISICA
8278,ggarcia,Taylor Baker,40014,CLABE,014764514890314331,20601,42,BEWK720901QSE,dixonkenneth@example.com,FISICA
2751,phill,Anne Sullivan,40002,CLABE,002582636391327725,73736,45,MAR211103EKQ,fostertina@example.net,MORAL
8596,johnsonbrittany,Nicholas Palmer,40012,CLABE,012228618575434415,93621,20,JOSK700609F7X,franklarson@example.org,FISICA
7929,hannah73,Amy Boyle,40014,CLABE,014098459651962383,79343,28,COL1908256CQ,austinwest@example.org,MORAL
5710,alexboyer,Christopher Wright,40012,CLABE,012186251589303882,98920,36,OBR131009MY0,jessicariley@example.com,MORAL
2846,davispeter,Justin Hancock,40012,CLABE,012303491805937457,44530,14,LON10042149P,juliemercer@example.com,MORAL
6798,coreybrown,Gloria Carter,40002,CLABE,002443364108890015,45137,10,REE180409NG8,glenda68@example.org,MORAL
7845,alfredstevens,Timothy Smith,40014,CLABE,014227690074952573,61469,6,THO160528LQU,gillcarolyn@example.com,MORAL
5462,mike84,Megan Flores,40014,CLABE,014897656466582656,49878,30,INDM880501V0I,kaylaoliver@example.org,FISICA
1821,asilva,Donald Wright,40012,CLABE,012450210058986512,89999,32,GAJM670630Z03,brownangela@example.org,FISICA
6742,bautistamichael,Karen Barber,40012,CLABE,012713324839444997,53129,4,ESBA961029EXC,nleon@example.net,FISICA
9602,fthomas,Richard Lee,40021,CLABE,021254365049827937,81223,41,SIN020328WA0,oliviajackson@example.com,MORAL
4539,drakekaren,Kayla Larsen,40014,CLABE,014959102342512523,85679,33,JOH140321WLL,patriciashelton@example.org,MORAL
3793,vmartin,Aaron Harding,40014,CLABE,014279493584055864,37512,40,GON110730OM6,masseyjennifer@example.net,MORAL
8448,gsmith,Robert Rowland,40002,CLABE,002234114513722636,98383,50,WACK8611222O2,sheila97@example.net,FISICA
4691,danalewis,Andrew Coffey,40002,CLABE,002026772243438702,55620,31,BUR000312UO7,ronaldthompson@example.net,MORAL
9744,linda29,Matthew Jones,40002,CLABE,002661947972741817,7708,8,BAL011015XJH,christopher46@example.com,MORAL
5242,darren68,Charles Medina,40014,CLABE,014859036228272511,92738,13,LUFK821109FTZ,moorewhitney@example.org,FISICA
1691,reyesdesiree,Chad Barnes,40014,CLABE,014952326067229385,72359,43,PER151219HRO,laurayoung@example.net,MORAL
